airline,month,day_of_the_week,source,source_busy,destination,destination_busy,dep_timeZone,arrival_timeZone,duration,total_stops,busy_Intermediate,price
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,1925,2,1,7791.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,1925,2,1,9270.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,1925,2,1,11093.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,1925,2,1,11869.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,485,2,1,8367.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,485,2,1,11360.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,600,2,1,7791.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,2040,2,1,12347.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1465,2,1,9270.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1465,2,1,11869.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1465,2,1,12347.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,night,1365,2,1,9181.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,night,1365,2,1,11543.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,night,1570,1,1,7438.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,night,1570,1,1,12719.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,evening,995,1,1,7438.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,evening,995,1,1,12719.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,early morning,night,1280,1,1,12767.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,early morning,afternoon,330,1,1,14053.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,early morning,evening,705,1,1,12767.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,night,1225,1,1,6540.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,night,1225,1,1,12767.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,650,1,1,6540.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,650,1,1,12767.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,590,1,1,7438.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,night,1015,1,1,7438.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,440,1,1,13244.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,night,925,1,1,7438.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,350,1,1,6540.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,350,1,1,12347.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,night,865,1,1,7438.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,night,805,1,1,6017.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,night,805,1,1,12767.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1670,1,1,12767.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1610,1,1,5963.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1610,1,1,12557.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,655,1,1,5963.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,655,1,1,12557.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1520,1,1,5963.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1520,1,1,12557.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,610,1,1,5963.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,610,1,1,12557.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1475,1,1,12557.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,550,1,1,12557.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1415,1,1,12347.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,520,1,1,5963.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,520,1,1,12557.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1385,1,1,5406.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1385,1,1,12347.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,455,1,1,9212.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,455,1,1,14189.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,night,385,1,1,12242.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,evening,1250,1,1,6017.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,evening,1250,1,1,12242.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,night,335,1,1,6017.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,night,335,1,1,12242.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,evening,2245,2,1,12814.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,night,2525,2,1,11664.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,1950,2,1,9254.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,1950,2,1,11664.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,early morning,night,1325,2,1,8273.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,early morning,night,1325,2,1,11538.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,early morning,night,1325,2,1,12273.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,night,1375,2,1,12647.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,evening,2240,2,1,9328.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,evening,2240,2,1,12341.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,night,evening,800,2,1,11702.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,night,2565,2,1,12819.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,morning,evening,550,2,1,11702.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1735,2,1,8728.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1600,2,1,8728.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1600,2,1,13180.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1415,2,1,8938.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,afternoon,evening,1790,2,1,13082.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,night,2045,2,1,13082.0
Jet Airways,March,Thursday,Delhi,1,Cochin,1,evening,evening,1470,2,1,12604.0
Jet Airways,March,Thursday,Mumbai,1,Hyderabad,0,night,night,80,0,0,2759.0
Jet Airways,March,Thursday,Mumbai,1,Hyderabad,0,night,night,80,0,0,5678.0
Jet Airways,March,Thursday,Mumbai,1,Hyderabad,0,early morning,morning,85,0,0,4160.0
Jet Airways,March,Thursday,Mumbai,1,Hyderabad,0,early morning,morning,85,0,0,8040.0
Jet Airways,March,Thursday,Mumbai,1,Hyderabad,0,morning,morning,90,0,0,8040.0
Jet Airways,March,Thursday,Mumbai,1,Hyderabad,0,afternoon,evening,90,0,0,5678.0
Jet Airways,March,Thursday,Mumbai,1,Hyderabad,0,evening,night,90,0,0,2228.0
Jet Airways,March,Thursday,Mumbai,1,Hyderabad,0,evening,night,90,0,0,5678.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,early morning,morning,165,0,0,4544.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,early morning,morning,165,0,0,7229.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,early morning,morning,180,0,0,6144.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,early morning,morning,180,0,0,7229.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,morning,morning,180,0,0,5198.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,morning,morning,180,0,0,7229.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,morning,afternoon,175,0,0,7229.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,afternoon,evening,175,0,0,4544.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,afternoon,evening,175,0,0,7229.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,evening,evening,180,0,0,4544.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,evening,evening,180,0,0,7229.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,evening,night,185,0,0,4544.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,evening,night,185,0,0,7229.0
Jet Airways,April,Sunday,Banglore,1,Delhi,1,evening,night,180,0,0,4544.0
Jet Airways,April,Sunday,Delhi,1,Cochin,1,morning,afternoon,195,0,0,7202.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,early morning,morning,165,0,0,4030.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,early morning,morning,165,0,0,7229.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,early morning,morning,180,0,0,4030.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,early morning,morning,180,0,0,7229.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,morning,afternoon,175,0,0,4030.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,morning,afternoon,175,0,0,7229.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,afternoon,evening,175,0,0,3359.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,afternoon,evening,175,0,0,7229.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,evening,evening,180,0,0,4030.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,evening,evening,180,0,0,7229.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,evening,night,185,0,0,4030.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,evening,night,185,0,0,7229.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,evening,night,180,0,0,4030.0
Jet Airways,May,Tuesday,Banglore,1,Delhi,1,evening,night,180,0,0,7229.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,afternoon,1390,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,1775,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1430,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,night,1760,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,afternoon,810,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,1195,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,505,2,1,15318.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,505,2,1,16263.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,afternoon,425,2,1,15544.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,afternoon,425,2,1,16274.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,night,1570,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,afternoon,620,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,afternoon,620,1,1,16376.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,1005,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,1005,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,early morning,night,1280,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,early morning,afternoon,330,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,early morning,afternoon,330,1,1,16289.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,early morning,evening,715,1,1,12239.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,early morning,evening,715,1,1,16289.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,night,1225,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,evening,660,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,evening,660,1,1,16289.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,afternoon,1655,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,evening,600,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,night,1105,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,afternoon,1595,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,evening,540,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,night,1015,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,afternoon,1505,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,evening,450,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,evening,450,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,night,925,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,afternoon,1415,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,360,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,night,865,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,afternoon,1355,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,300,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,300,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,night,805,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,1680,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,afternoon,1235,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,1620,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,afternoon,evening,1620,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,655,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,afternoon,1145,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1530,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,afternoon,1100,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1485,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1485,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,550,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,afternoon,1040,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,520,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,520,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,afternoon,1010,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1395,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1395,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,450,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,450,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,afternoon,940,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1325,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,evening,1325,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,night,395,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,night,395,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,afternoon,885,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,1270,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,1270,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,night,335,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,night,335,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,1210,1,1,12898.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,1210,1,1,16079.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,afternoon,195,0,0,7202.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,afternoon,195,0,0,9564.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,afternoon,1620,2,1,12719.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,afternoon,1620,2,1,13559.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,night,1375,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,810,2,1,13029.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,night,evening,810,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,night,1125,2,1,13029.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,night,1125,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,afternoon,1615,2,1,13029.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,morning,evening,560,2,1,13029.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,535,2,1,13029.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,night,535,2,1,15129.0
Jet Airways,May,Tuesday,Delhi,1,Cochin,1,evening,afternoon,1025,2,1,13029.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,night,1330,1,1,8586.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,morning,1545,1,1,8586.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,morning,1545,1,1,13941.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,morning,1610,1,1,9663.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,morning,1610,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,morning,1655,1,1,8586.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,morning,1655,1,1,13941.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,afternoon,330,1,1,9663.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,afternoon,330,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,afternoon,590,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,afternoon,590,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,evening,705,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,evening,705,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,evening,800,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,evening,800,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,morning,1430,1,1,8586.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,morning,1430,1,1,13941.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,morning,1495,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,afternoon,475,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,590,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,685,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,685,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,740,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,740,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,875,1,1,9663.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,875,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,morning,1090,1,1,9663.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,morning,1090,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,morning,1200,1,1,9663.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,morning,1200,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,evening,345,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,evening,345,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,evening,400,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,510,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,510,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,570,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,570,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,730,1,1,9663.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,730,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,365,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,afternoon,night,425,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,585,1,1,9663.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,585,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,800,1,1,14388.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,afternoon,1025,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,afternoon,1285,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,evening,1495,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,520,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,520,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,735,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,735,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,800,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,800,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,afternoon,960,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,afternoon,960,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,afternoon,1220,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,evening,1335,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,evening,1430,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,1595,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,1655,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,night,450,1,1,8586.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,night,450,1,1,13941.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,morning,665,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,morning,665,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,morning,730,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,morning,730,1,1,14781.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,morning,775,1,1,8586.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,afternoon,890,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,afternoon,1150,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,evening,1265,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,evening,1360,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,night,night,1525,1,1,10844.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,early morning,1495,2,1,10118.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,early morning,evening,860,2,1,10118.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,morning,1450,1,1,13067.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,afternoon,1730,1,1,9314.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,afternoon,1730,1,1,11467.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,575,1,1,12384.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,575,1,1,13067.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,night,690,1,1,14151.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,night,750,1,1,13067.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,night,840,1,1,14151.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,1005,1,1,13067.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,1075,1,1,14151.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,afternoon,1285,1,1,9314.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,afternoon,1285,1,1,11467.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,evening,1500,1,1,14151.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,1685,1,1,14151.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,395,1,1,14151.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,800,1,1,12384.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,morning,800,1,1,13067.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,afternoon,1080,1,1,11467.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,evening,1295,1,1,14151.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,evening,1365,1,1,13067.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,1480,1,1,14151.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,evening,night,1540,1,1,13067.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,435,1,0,5608.0
Jet Airways,May,Tuesday,Kolkata,1,Banglore,1,morning,evening,435,1,0,8355.0
Jet Airways,May,Tuesday,Mumbai,1,Hyderabad,0,night,night,85,0,0,4050.0
